"","nama","harga","seller","terjual","link","waktu.scrape"
"1287","POMACE OLIVE OIL/MINYAK ZAITUN - 1000 ML/1 LITER","Rp75.000","@Raja Kimia","Terjual 54 Produk","https://www.tokopedia.com/rajakimiatokped/pomace-olive-oil-minyak-zaitun-1000-ml-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D32_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1288","Extra virgin Olive Oil 1 Liter","Rp125.000","Moderno Shop By  AJA","Terjual 243 Produk","https://www.tokopedia.com/modernoaja/extra-virgin-olive-oil-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1289","Bertolli Olive Oil Minyak Zaitun 250ml","Rp52.000","Toko 3 Rasa","Terjual 64 Produk","https://www.tokopedia.com/toko3rasa/bertolli-olive-oil-minyak-zaitun-250ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1290","Bertolli Extra Virgin Olive Oil 500 ML | Minyak Zaitun Bertolli 500ML","Rp99.000","Danieltyo's Shop","Terjual 22 Produk","https://www.tokopedia.com/danieltyo/bertolli-extra-virgin-olive-oil-500-ml-minyak-zaitun-bertolli-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1291","Costa Doro Truffle Extra Virgin Olive Oil 250 ml","Rp87.500","WIGHOSHOP","Terjual 160 Produk","https://www.tokopedia.com/wighoshop/costa-doro-truffle-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D38_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1292","OLIVE OIL 100ML","Rp20.000","Citra Sari Kimia","Terjual 125 Produk","https://www.tokopedia.com/citrasarikimia/olive-oil-100ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1293","Bertolli Extra Virgin Olive Oil 500 ml - EVOO - Minyak Zaitun","Rp88.000","chef'schoice","Terjual 31 Produk","https://www.tokopedia.com/chefschoice/bertolli-extra-virgin-olive-oil-500-ml-evoo-minyak-zaitun?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D40_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1294","Borges Pure Olive Oil Minyak Zaitun [1 L]","Rp170.850","FingerLand","Terjual 36 Produk","https://www.tokopedia.com/finger-land/borges-pure-olive-oil-minyak-zaitun-1-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D41_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1295","Minyak Zaitun Perasan Pertama Al Arobi 60ml - Extra Virgin Olive Oil","Rp20.000","Febryan Paudi","Terjual 26 Produk","https://www.tokopedia.com/febryanpaudi/minyak-zaitun-perasan-pertama-al-arobi-60ml-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D42_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1296","FILIPPO BERIO EXTRA VIRGIN OLIVE OIL 250 ML","Rp56.500","BestCMart","Terjual 44 Produk","https://www.tokopedia.com/bestcmart/filippo-berio-extra-virgin-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1297","Minyak Zaitun Extra Virgin Olive Oil / Zaitun Oil HIU 30 ml","Rp10.000","Mulia Shop","Terjual 183 Produk","https://www.tokopedia.com/muliashop/minyak-zaitun-extra-virgin-olive-oil-zaitun-oil-hiu-30-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D45_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1298","OILUM Collagen Cleansing Bar Hydrating Care & Olive Oil","Rp15.200","Sehati Farma Kediri","Terjual 228 Produk","https://www.tokopedia.com/sehati-farma/oilum-collagen-cleansing-bar-hydrating-care-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D3118_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1299","Minyak zaitun pomace CESAR 5liter pomace olive oil","Rp335.000","agen herbal grosir","Terjual 70 Produk","https://www.tokopedia.com/agenherbalgrosir/minyak-zaitun-pomace-cesar-5liter-pomace-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D48_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1300","Minyak Zaitun Murni Barokah 1 liter Olive Oil","Rp106.500","herbaltokoonline","Terjual 49 Produk","https://www.tokopedia.com/herbaltokoonline/minyak-zaitun-murni-barokah-1-liter-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D49_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1301","BERTOLLI EXTRA LIGHT OLIVE OIL 1000ML/ 1L","Rp169.000","888 Seasoning","Terjual 47 Produk","https://www.tokopedia.com/888seasoning/bertolli-extra-light-olive-oil-1000ml-1l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D50_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1302","ELOO (Extra Light Olive Oil) Fillipo Berio","Rp55.000","BeeBaby_Indonesia","Terjual 78 Produk","https://www.tokopedia.com/beebabyindonesia/eloo-extra-light-olive-oil-fillipo-berio?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D52_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1303","Minyak Zaitun / JADIED Zaitun Extra Virgin Olive Oil 60ml","Rp12.500","Dehace Jakarta","Terjual 219 Produk","https://www.tokopedia.com/dehace/minyak-zaitun-jadied-zaitun-extra-virgin-olive-oil-60ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D54_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1304","BORGES Extra Light Olive Oil Minyak Zaitun [500 mL]","Rp101.000","FingerLand","Terjual 133 Produk","https://www.tokopedia.com/finger-land/borges-extra-light-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D55_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1305","MUELOLIVA - Pomace Olive Oil 1 LITER","Rp65.000","fitjoy","Terjual 146 Produk","https://www.tokopedia.com/fitjoy/mueloliva-pomace-olive-oil-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D57_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1306","Minyak Zaitun Premium Extra Virgin Borges Sybaris 500 ML ( Olive Oil )","Rp155.000","Lapak Barokah","Terjual 31 Produk","https://www.tokopedia.com/lapakbarokah/minyak-zaitun-premium-extra-virgin-borges-sybaris-500-ml-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D58_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1307","MINYAK ZAITUN D VIRGIN OLIVE OIL TERMURAH","Rp50.000","ummu kanza","Terjual 33 Produk","https://www.tokopedia.com/ummukanza/minyak-zaitun-d-virgin-olive-oil-termurah?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D59_catid%3D3118_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1308","Zaitun Al Amir Pomace Olive Oil 4 Liter","Rp315.000","Abdurrahman Collection","Terjual 43 Produk","https://www.tokopedia.com/abdurrahmancoll/zaitun-al-amir-pomace-olive-oil-4-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D8_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D60_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1309","MINYAK AZ ZAITUN EXTRA VIRGIN OLIVE OIL","Rp57.500","Grosir Herbal Yes","Terjual 29 Produk","https://www.tokopedia.com/grosirherbalyes/minyak-az-zaitun-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D1_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1310","AL AMIR OLIVE OIL Isi 250 ml","Rp57.000","Rieva Herbal","Terjual 40 Produk","https://www.tokopedia.com/rievaherbal/al-amir-olive-oil-isi-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D2_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1311","BERTOLLI CLASSICO OLIVE OIL 1 liter","Rp165.000","W-jaya Store","Terjual 58 Produk","https://www.tokopedia.com/w-jayastore/bertolli-classico-olive-oil-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D3_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1312","Desert Miracle Extra Virgin Olive Oil","Rp371.000","endahdindah","Terjual 20 Produk","https://www.tokopedia.com/ekadinda/desert-miracle-extra-virgin-olive-oil?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D4_catid%3D726_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1313","BERTOLLI CLASSICO OLIVE OIL 2L","Rp295.000","W-jaya Store","Terjual 67 Produk","https://www.tokopedia.com/w-jayastore/bertolli-classico-olive-oil-2l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D5_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1314","Minyak Zaitun Borges Ekstra Virgin Olive Oil 500 ml","Rp84.000","Lapak Kaos Kaki","Terjual 18 Produk","https://www.tokopedia.com/lapakkaoskaki/minyak-zaitun-borges-ekstra-virgin-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D6_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1315","Olitalia extra virgin olive oil minyak zaitun 1 LT BTL","Rp227.900","KALILAH SHOP","Terjual 11 Produk","https://www.tokopedia.com/bajulouisa/olitalia-extra-virgin-olive-oil-minyak-zaitun-1-lt-btl?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D7_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1316","Bertolli Classico Olive Oil 500ml / Minyak Zaitun Goreng","Rp92.000","greenara.id","Terjual 35 Produk","https://www.tokopedia.com/greenaraid/bertolli-classico-olive-oil-500ml-minyak-zaitun-goreng?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D9_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1317","Minyak Zaitun Extra Virgin Olive Oil 60ml 60 ml Asli Original POM BPOM","Rp12.900","propolis jakarta","Terjual 74 Produk","https://www.tokopedia.com/herbalpropolis/minyak-zaitun-extra-virgin-olive-oil-60ml-60-ml-asli-original-pom-bpom?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D10_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1318","Bertolli Extra Virgin Olive Oil 500 ML | Minyak Zaitun Bertolli 500ML","Rp99.000","The Spices House","Terjual 54 Produk","https://www.tokopedia.com/thespiceshouse/bertolli-extra-virgin-olive-oil-500-ml-minyak-zaitun-bertolli-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D11_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1319","Minyak Zaitun BORGES Extra Virgin Olive Oil 500 ml - BORGES 500ml","Rp110.000","Nusa One Care","Terjual 18 Produk","https://www.tokopedia.com/nusaskin/minyak-zaitun-borges-extra-virgin-olive-oil-500-ml-borges-500ml-3?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D12_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1320","BERTOLLI Extra Light Olive Oil 250 ml","Rp46.500","JFM26","Terjual 37 Produk","https://www.tokopedia.com/jfm26/bertolli-extra-light-olive-oil-250-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D13_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1321","Minyak Zaitun Al-Amir Extra Virgin Olive Oil 175 ML","Rp42.000","Febryan Paudi","Terjual 52 Produk","https://www.tokopedia.com/febryanpaudi/minyak-zaitun-al-amir-extra-virgin-olive-oil-175-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D14_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1322","Minyak Zaitun 175ml - Zaitun Tursina Asli Extra Virgin Olive Oil Murni","Rp45.000","Bizmarts","Terjual 59 Produk","https://www.tokopedia.com/bizmarts/minyak-zaitun-175ml-zaitun-tursina-asli-extra-virgin-olive-oil-murni?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D15_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1323","Pomace Olive Oil SESA - 1 Liter","Rp99.900","SESA Official","Terjual 70 Produk","https://www.tokopedia.com/sesaofficial/pomace-olive-oil-sesa-1-liter?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D16_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1324","Borges Extra Virgin Olive Oil Minyak Zaitun [5 L]","Rp724.800","FingerLand","Terjual 15 Produk","https://www.tokopedia.com/finger-land/borges-extra-virgin-olive-oil-minyak-zaitun-5-l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D17_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1325","Coosur - Extra Virgin Olive Oil - 1 L - Hojiblanca","Rp145.000","Organik Shop Jakarta","Terjual 27 Produk","https://www.tokopedia.com/organikshopjak/coosur-extra-virgin-olive-oil-1-l-hojiblanca?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D19_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1326","Minyak Zaitun Leriche / Le riche / Lerichi Olive oil 300 ml Original","Rp33.000","Phongo Collection","Terjual 56 Produk","https://www.tokopedia.com/phongocollection/minyak-zaitun-leriche-le-riche-lerichi-olive-oil-300-ml-original?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D20_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1327","Casa di Oliva Olive Oil For Kids 250ml","Rp70.000","kiddobabystore","Terjual 46 Produk","https://www.tokopedia.com/kiddobabystore/casa-di-oliva-olive-oil-for-kids-250ml-1?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D21_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1328","Extra Virgin Olive Oil (EVOO) 250ml | Minyak Zaitun Asli 100% MPASI - non bubble wrap","Rp54.500","Baby Koala","Terjual 42 Produk","https://www.tokopedia.com/babykoalajakarta/extra-virgin-olive-oil-evoo-250ml-minyak-zaitun-asli-100-mpasi-non-bubble-wrap?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D22_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1329","Casa di Olivia Extra Virgin Olive Oil 250 ml","Rp75.000","obabyhouse","Terjual 104 Produk","https://www.tokopedia.com/obabyhouse/casa-di-olivia-extra-virgin-olive-oil-250-ml-1?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D23_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1330","Minyak Zaitun Le Riche Olive Oil LeRiche 300ml","Rp28.000","arshiya herbal","Terjual 107 Produk","https://www.tokopedia.com/arshiyaherbal/minyak-zaitun-le-riche-olive-oil-leriche-300ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D25_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1331","Minyak Zaitun Extra Virgin Olive Oil Al Ghuroba 60ml","Rp16.000","Kios Solusi Hemat","Terjual 68 Produk","https://www.tokopedia.com/kiossolusihemat/minyak-zaitun-extra-virgin-olive-oil-al-ghuroba-60ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D27_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1332","MINYAK ZAITUN / OLIVE OIL EXTRA VIRGIN 40 ML","Rp16.850","Shine Beauty Skin","Terjual 67 Produk","https://www.tokopedia.com/shinebeautyskin/minyak-zaitun-olive-oil-extra-virgin-40-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D28_catid%3D3118_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1333","[Flash Sale] BORGES Extra Light Olive Oil Minyak Zaitun [500 mL]","Rp101.000","FingerLand","Terjual 45 Produk","https://www.tokopedia.com/finger-land/flash-sale-borges-extra-light-olive-oil-minyak-zaitun-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D30_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1334","MINYAK ZAITUN - EXTRA VIRGIN OLIVE OIL ""RS"" 90 ml","Rp22.800","Distributor Herbal Jkt","Terjual 128 Produk","https://www.tokopedia.com/suplierherbal/minyak-zaitun-extra-virgin-olive-oil-rs-90-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D33_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1335","Minyak Zaitun Extrax Virgin Olive Oil Asli Original","Rp12.250","propolis jakarta","Terjual 36 Produk","https://www.tokopedia.com/herbalpropolis/minyak-zaitun-extrax-virgin-olive-oil-asli-original?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D34_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1336","(325 ml) Minyak Zaitun Murni Extra Virgin Olive Oil Original Ammara","Rp48.500","Noe Online Shop","Terjual 21 Produk","https://www.tokopedia.com/noe-shop/325-ml-minyak-zaitun-murni-extra-virgin-olive-oil-original-ammara?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D35_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1337","Filippo Berio Extra Virgin Olive Oil / Italian olive Oil 500ml","Rp95.000","OhayoMart","Terjual 27 Produk","https://www.tokopedia.com/ohayo-mart/filippo-berio-extra-virgin-olive-oil-italian-olive-oil-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D36_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1338","Bertolli Extra Virgin Olive Oil 500ml","Rp88.500","Grandstand","Terjual 27 Produk","https://www.tokopedia.com/grandstand/bertolli-extra-virgin-olive-oil-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D37_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1339","Bertolli Extra Virgin Olive Oil 500ml / Minyak Zaitun Murni","Rp93.000","greenara.id","Terjual 30 Produk","https://www.tokopedia.com/greenaraid/bertolli-extra-virgin-olive-oil-500ml-minyak-zaitun-murni?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D39_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1340","Extra Virgin Olive Oil / Extra Virgin Minyak Zaitun (1L)","Rp118.000","Gudang Kimia Jogja","Terjual 24 Produk","https://www.tokopedia.com/gudangkimia/extra-virgin-olive-oil-extra-virgin-minyak-zaitun-1l?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D41_catid%3D2289_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1341","Filippo Berio Extra Virgin Olive Oil 500ml","Rp107.000","Nourish Indonesia","Terjual 39 Produk","https://www.tokopedia.com/nourishindonesia/filippo-berio-extra-virgin-olive-oil-500ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D42_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1342","Minyak Zaitun Sasso Extra Virgin Olive Oil 175ml Itali","Rp39.000","Attayeb","Terjual 46 Produk","https://www.tokopedia.com/attayeb/minyak-zaitun-sasso-extra-virgin-olive-oil-175ml-itali?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D43_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1343","Minyak Zaitun | Extra Virgin Olive Oil Merk Filippo Berio 250ML(Italy)","Rp52.000","zoek mart","Terjual 41 Produk","https://www.tokopedia.com/zoekmart/minyak-zaitun-extra-virgin-olive-oil-merk-filippo-berio-250ml-italy?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D44_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1344","Filippo Berio olive oil/minyak zaitun 3lt","Rp283.000","Warung Mas Budi","Terjual 28 Produk","https://www.tokopedia.com/warungmasbudi/filippo-berio-olive-oil-minyak-zaitun-3lt?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D46_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
"1345","Bertolli Classico Olive Oil - 500 ml","Rp92.000","Genki Plant","Terjual 25 Produk","https://www.tokopedia.com/genkiplant/bertolli-classico-olive-oil-500-ml?trkid=f%3DCa1159L000P0W0S0Sh%2CCo0Po0Fr0Cb0_src%3Dsearch_page%3D9_ob%3D5_q%3Dolive+oil_bmexp%3D11_po%3D47_catid%3D1160_bmexp%3D11&whid=0",2020-09-07 10:54:18
